[[12, 1, 8, 9, 4, 13, 10], ['113322', '212313', '121323', '113223', '131223', '121233', '131232'], [0, 1, 4, 3, 1, 0, 3]]
[[13, 1, 9, 12, 8, 10, 4], ['121233', '212313', '113223', '113322', '121323', '131232', '131223'], [0, 4, 5, 2, 1, 0, 3]]
[[9, 4, 12, 13, 8, 10, 1], ['113223', '131223', '113322', '121233', '121323', '131232', '212313'], [0, 5, 3, 0, 4, 2, 1]]
[[12, 8, 13, 9, 1, 4, 10], ['113322', '121323', '121233', '113223', '212313', '131223', '131232'], [0, 5, 4, 3, 3, 2, 3]]
[[8, 10, 9, 4, 12, 13, 1], ['121323', '131232', '113223', '131223', '113322', '121233', '212313'], [0, 5, 0, 3, 2, 0, 1]]
[[8, 12, 10, 9, 1, 4, 13], ['121323', '113322', '131232', '113223', '212313', '131223', '121233'], [0, 4, 1, 2, 3, 2, 3]]
[[1, 10, 9, 8, 4, 13, 12], ['212313', '131232', '113223', '121323', '131223', '121233', '113322'], [0, 2, 3, 2, 5, 5, 0]]
[[12, 9, 8, 1, 4, 10, 13], ['113322', '113223', '121323', '212313', '131223', '131232', '121233'], [0, 3, 4, 0, 1, 4, 1]]
[[10, 12, 13, 4, 1, 8, 9], ['131232', '113322', '121233', '131223', '212313', '121323', '113223'], [0, 4, 1, 1, 2, 4, 1]]
[[10, 12, 9, 1, 4, 13, 8], ['131232', '113322', '113223', '212313', '131223', '121233', '121323'], [0, 4, 1, 2, 3, 4, 2]]
[[1, 9, 8, 4, 10, 13, 12], ['212313', '113223', '121323', '131223', '131232', '121233', '113322'], [0, 1, 2, 5, 4, 1, 1]]
[[1, 12, 8, 4, 9, 13, 10], ['212313', '113322', '121323', '131223', '113223', '121233', '131232'], [0, 1, 4, 4, 5, 1, 2]]
[[12, 4, 8, 9, 10, 13, 1], ['113322', '131223', '121323', '113223', '131232', '121233', '212313'], [0, 3, 4, 3, 1, 0, 4]]
[[13, 10, 8, 9, 1, 12, 4], ['121233', '131232', '121323', '113223', '212313', '113322', '131223'], [0, 5, 0, 2, 0, 1, 3]]
[[9, 10, 4, 12, 13, 8, 1], ['113223', '131232', '131223', '113322', '121233', '121323', '212313'], [0, 5, 2, 3, 1, 0, 1]]
[[1, 12, 4, 10, 9, 8, 13], ['212313', '113322', '131223', '131232', '113223', '121323', '121233'], [0, 1, 2, 4, 5, 5, 2]]
[[8, 13, 9, 1, 12, 10, 4], ['121323', '121233', '113223', '212313', '113322', '131232', '131223'], [0, 3, 0, 2, 3, 2, 3]]
[[4, 1, 12, 10, 9, 8, 13], ['131223', '212313', '113322', '131232', '113223', '121323', '121233'], [0, 4, 5, 1, 3, 3, 2]]
[[13, 10, 9, 4, 8, 12, 1], ['121233', '131232', '113223', '131223', '121323', '113322', '212313'], [0, 5, 0, 3, 4, 1, 1]]
[[13, 1, 9, 8, 10, 4, 12], ['121233', '212313', '113223', '121323', '131232', '131223', '113322'], [0, 1, 0, 1, 3, 4, 1]]
[[4, 13, 1, 12, 9, 10, 8], ['131223', '121233', '212313', '113322', '113223', '131232', '121323'], [0, 5, 1, 1, 3, 2, 3]]
