[[1, 9, 7, 10, 3, 13, 5], ['212313', '113223', '112233', '131232', '112332', '121233', '121332'], [0, 1, 3, 0, 3, 1, 2]]
[[9, 7, 1, 5, 3, 13, 10], ['113223', '112233', '212313', '121332', '112332', '121233', '131232'], [0, 3, 0, 4, 5, 2, 5]]
[[5, 7, 1, 3, 10, 9, 13], ['121332', '112233', '212313', '112332', '131232', '113223', '121233'], [0, 3, 4, 1, 4, 1, 5]]
[[7, 1, 9, 13, 10, 3, 5], ['112233', '212313', '113223', '121233', '131232', '112332', '121332'], [0, 1, 3, 2, 5, 2, 2]]
[[13, 1, 9, 3, 10, 5, 7], ['121233', '212313', '113223', '112332', '131232', '121332', '112233'], [0, 1, 0, 2, 5, 2, 3]]
[[7, 3, 13, 10, 5, 1, 9], ['112233', '112332', '121233', '131232', '121332', '212313', '113223'], [0, 3, 2, 4, 1, 2, 0]]
[[13, 1, 9, 3, 5, 10, 7], ['121233', '212313', '113223', '112332', '121332', '131232', '112233'], [0, 1, 0, 2, 1, 0, 3]]
[[9, 13, 10, 5, 3, 1, 7], ['113223', '121233', '131232', '121332', '112332', '212313', '112233'], [0, 3, 2, 5, 2, 5, 2]]
[[9, 13, 7, 10, 5, 3, 1], ['113223', '121233', '112233', '131232', '121332', '112332', '212313'], [0, 5, 3, 2, 5, 1, 1]]
[[5, 7, 1, 3, 9, 10, 13], ['121332', '112233', '212313', '112332', '113223', '131232', '121233'], [0, 3, 4, 1, 2, 0, 5]]
[[13, 3, 1, 5, 7, 10, 9], ['121233', '112332', '212313', '121332', '112233', '131232', '113223'], [0, 4, 2, 3, 2, 0, 3]]
[[7, 1, 13, 3, 5, 10, 9], ['112233', '212313', '121233', '112332', '121332', '131232', '113223'], [0, 4, 2, 3, 1, 0, 3]]
[[3, 13, 1, 10, 9, 5, 7], ['112332', '121233', '212313', '131232', '113223', '121332', '112233'], [0, 3, 0, 4, 5, 3, 1]]
[[10, 3, 1, 7, 9, 5, 13], ['131232', '112332', '212313', '112233', '113223', '121332', '121233'], [0, 3, 1, 1, 4, 3, 1]]
[[5, 13, 7, 1, 10, 3, 9], ['121332', '121233', '112233', '212313', '131232', '112332', '113223'], [0, 3, 5, 2, 4, 3, 2]]
[[9, 13, 5, 3, 1, 10, 7], ['113223', '121233', '121332', '112332', '212313', '131232', '112233'], [0, 5, 2, 5, 2, 4, 2]]
[[3, 7, 10, 9, 13, 1, 5], ['112332', '112233', '131232', '113223', '121233', '212313', '121332'], [0, 3, 2, 4, 4, 4, 5]]
[[5, 9, 1, 7, 13, 3, 10], ['121332', '113223', '212313', '112233', '121233', '112332', '131232'], [0, 3, 4, 1, 4, 3, 1]]
[[9, 1, 13, 10, 7, 5, 3], ['113223', '212313', '121233', '131232', '112233', '121332', '112332'], [0, 4, 4, 5, 2, 4, 1]]
[[10, 7, 3, 13, 9, 5, 1], ['131232', '112233', '112332', '121233', '113223', '121332', '212313'], [0, 3, 5, 1, 4, 3, 0]]
[[7, 13, 5, 9, 3, 1, 10], ['112233', '121233', '121332', '113223', '112332', '212313', '131232'], [0, 5, 2, 4, 2, 2, 2]]
[[13, 7, 5, 9, 1, 3, 10], ['121233', '112233', '121332', '113223', '212313', '112332', '131232'], [0, 4, 1, 2, 0, 2, 2]]
[[9, 5, 7, 10, 13, 1, 3], ['113223', '121332', '112233', '131232', '121233', '212313', '112332'], [0, 3, 3, 2, 1, 5, 1]]
[[13, 1, 7, 10, 3, 9, 5], ['121233', '212313', '112233', '131232', '112332', '113223', '121332'], [0, 1, 5, 3, 2, 4, 2]]
[[3, 7, 9, 10, 13, 5, 1], ['112332', '112233', '113223', '131232', '121233', '121332', '212313'], [0, 3, 3, 0, 4, 3, 0]]
[[1, 5, 7, 13, 9, 3, 10], ['212313', '121332', '112233', '121233', '113223', '112332', '131232'], [0, 4, 2, 4, 5, 0, 5]]
[[9, 5, 3, 10, 13, 1, 7], ['113223', '121332', '112332', '131232', '121233', '212313', '112233'], [0, 3, 3, 2, 1, 5, 2]]
[[9, 1, 3, 7, 10, 5, 13], ['113223', '212313', '112332', '112233', '131232', '121332', '121233'], [0, 4, 3, 0, 3, 4, 2]]
[[7, 5, 3, 1, 13, 10, 9], ['112233', '121332', '112332', '212313', '121233', '131232', '113223'], [0, 3, 3, 1, 3, 0, 3]]
