[[4, 9, 8, 10, 6, 1, 13], ['131223', '113223', '121323', '131232', '113232', '212313', '121233'], [0, 4, 1, 3, 3, 1, 3]]
[[4, 1, 6, 13, 10, 8, 9], ['131223', '212313', '113232', '121233', '131232', '121323', '113223'], [0, 4, 0, 1, 3, 0, 3]]
[[4, 10, 8, 6, 9, 1, 13], ['131223', '131232', '121323', '113232', '113223', '212313', '121233'], [0, 3, 5, 1, 3, 1, 3]]
[[8, 10, 9, 1, 6, 13, 4], ['121323', '131232', '113223', '212313', '113232', '121233', '131223'], [0, 5, 0, 2, 2, 0, 3]]
[[13, 6, 9, 1, 4, 8, 10], ['121233', '113232', '113223', '212313', '131223', '121323', '131232'], [0, 3, 5, 5, 4, 2, 5]]
[[8, 10, 4, 1, 6, 13, 9], ['121323', '131232', '131223', '212313', '113232', '121233', '113223'], [0, 5, 0, 2, 2, 0, 3]]
[[8, 4, 10, 6, 1, 13, 9], ['121323', '131223', '131232', '113232', '212313', '121233', '113223'], [0, 5, 5, 1, 5, 0, 3]]
[[4, 1, 10, 13, 8, 9, 6], ['131223', '212313', '131232', '121233', '121323', '113223', '113232'], [0, 4, 0, 1, 4, 3, 2]]
[[6, 4, 10, 8, 1, 13, 9], ['113232', '131223', '131232', '121323', '212313', '121233', '113223'], [0, 3, 2, 4, 0, 3, 1]]
[[6, 10, 1, 8, 13, 4, 9], ['113232', '131232', '212313', '121323', '121233', '131223', '113223'], [0, 3, 3, 4, 1, 4, 1]]
[[9, 4, 8, 1, 6, 10, 13], ['113223', '131223', '121323', '212313', '113232', '131232', '121233'], [0, 3, 4, 0, 5, 2, 3]]
[[9, 10, 6, 4, 8, 13, 1], ['113223', '131232', '113232', '131223', '121323', '121233', '212313'], [0, 5, 3, 2, 1, 0, 1]]
[[9, 6, 13, 8, 10, 4, 1], ['113223', '113232', '121233', '121323', '131232', '131223', '212313'], [0, 3, 4, 4, 5, 3, 3]]
[[13, 4, 9, 10, 1, 8, 6], ['121233', '131223', '113223', '131232', '212313', '121323', '113232'], [0, 5, 0, 3, 2, 4, 2]]
[[9, 10, 8, 6, 1, 13, 4], ['113223', '131232', '121323', '113232', '212313', '121233', '131223'], [0, 5, 4, 3, 0, 2, 3]]
[[8, 1, 9, 10, 6, 13, 4], ['121323', '212313', '113223', '131232', '113232', '121233', '131223'], [0, 4, 5, 1, 2, 0, 3]]
[[9, 4, 10, 6, 13, 8, 1], ['113223', '131223', '131232', '113232', '121233', '121323', '212313'], [0, 5, 2, 3, 1, 0, 1]]
[[4, 13, 8, 6, 9, 10, 1], ['131223', '121233', '121323', '113232', '113223', '131232', '212313'], [0, 5, 5, 1, 3, 2, 1]]
[[6, 9, 1, 13, 4, 10, 8], ['113232', '113223', '212313', '121233', '131223', '131232', '121323'], [0, 3, 0, 5, 3, 0, 5]]
[[4, 10, 8, 9, 6, 1, 13], ['131223', '131232', '121323', '113223', '113232', '212313', '121233'], [0, 3, 5, 1, 3, 1, 3]]
[[9, 8, 10, 1, 6, 13, 4], ['113223', '121323', '131232', '212313', '113232', '121233', '131223'], [0, 3, 2, 0, 5, 2, 3]]
[[13, 4, 8, 1, 10, 9, 6], ['121233', '131223', '121323', '212313', '131232', '113223', '113232'], [0, 5, 0, 5, 3, 4, 2]]
[[9, 13, 1, 8, 6, 10, 4], ['113223', '121233', '212313', '121323', '113232', '131232', '131223'], [0, 5, 3, 4, 5, 2, 3]]
[[9, 4, 10, 1, 6, 8, 13], ['113223', '131223', '131232', '212313', '113232', '121323', '121233'], [0, 5, 2, 0, 5, 3, 2]]
[[9, 8, 6, 1, 4, 10, 13], ['113223', '121323', '113232', '212313', '131223', '131232', '121233'], [0, 3, 3, 4, 3, 4, 2]]
[[8, 4, 1, 6, 10, 9, 13], ['121323', '131223', '212313', '113232', '131232', '113223', '121233'], [0, 5, 4, 1, 4, 2, 2]]
[[8, 10, 4, 1, 6, 9, 13], ['121323', '131232', '131223', '212313', '113232', '113223', '121233'], [0, 5, 0, 2, 4, 2, 2]]
[[4, 1, 6, 9, 10, 13, 8], ['131223', '212313', '113232', '113223', '131232', '121233', '121323'], [0, 4, 4, 1, 3, 0, 3]]
[[9, 4, 6, 10, 1, 8, 13], ['113223', '131223', '113232', '131232', '212313', '121323', '121233'], [0, 5, 3, 2, 0, 3, 2]]
[[13, 9, 8, 10, 4, 1, 6], ['121233', '113223', '121323', '131232', '131223', '212313', '113232'], [0, 3, 0, 1, 3, 2, 0]]
[[6, 4, 8, 9, 13, 10, 1], ['113232', '131223', '121323', '113223', '121233', '131232', '212313'], [0, 3, 4, 3, 1, 0, 4]]
[[10, 9, 4, 8, 1, 13, 6], ['131232', '113223', '131223', '121323', '212313', '121233', '113232'], [0, 4, 1, 1, 2, 4, 1]]
[[1, 9, 8, 4, 13, 10, 6], ['212313', '113223', '121323', '131223', '121233', '131232', '113232'], [0, 0, 4, 4, 5, 5, 2]]
