[[4, 8, 10, 11, 6, 1, 7], ['131223', '121323', '131232', '221331', '113232', '212313', '112233'], [0, 5, 0, 0, 3, 1, 3]]
[[7, 4, 1, 10, 11, 6, 8], ['112233', '131223', '212313', '131232', '221331', '113232', '121323'], [0, 5, 0, 4, 1, 1, 3]]
[[7, 10, 1, 6, 8, 11, 4], ['112233', '131232', '212313', '113232', '121323', '221331', '131223'], [0, 5, 0, 4, 4, 2, 3]]
[[11, 8, 4, 1, 6, 10, 7], ['221331', '121323', '131223', '212313', '113232', '131232', '112233'], [0, 1, 0, 2, 2, 0, 4]]
[[11, 10, 1, 8, 6, 4, 7], ['221331', '131232', '212313', '121323', '113232', '131223', '112233'], [0, 0, 2, 3, 2, 0, 4]]
[[7, 6, 11, 8, 4, 10, 1], ['112233', '113232', '221331', '121323', '131223', '131232', '212313'], [0, 3, 1, 5, 4, 3, 3]]
[[7, 6, 11, 1, 8, 4, 10], ['112233', '113232', '221331', '212313', '121323', '131223', '131232'], [0, 3, 1, 3, 1, 0, 5]]
[[11, 4, 1, 10, 6, 7, 8], ['221331', '131223', '212313', '131232', '113232', '112233', '121323'], [0, 0, 2, 1, 2, 4, 0]]
[[7, 11, 4, 6, 1, 8, 10], ['112233', '221331', '131223', '113232', '212313', '121323', '131232'], [0, 2, 2, 4, 2, 4, 2]]
[[1, 11, 8, 10, 7, 6, 4], ['212313', '221331', '121323', '131232', '112233', '113232', '131223'], [0, 4, 2, 4, 5, 0, 5]]
[[1, 6, 8, 11, 4, 7, 10], ['212313', '113232', '121323', '221331', '131223', '112233', '131232'], [0, 2, 4, 1, 5, 0, 5]]
[[4, 7, 8, 10, 1, 11, 6], ['131223', '112233', '121323', '131232', '212313', '221331', '113232'], [0, 4, 1, 3, 2, 0, 2]]
[[8, 7, 10, 6, 4, 11, 1], ['121323', '112233', '131232', '113232', '131223', '221331', '212313'], [0, 4, 1, 2, 5, 5, 1]]
[[1, 6, 4, 10, 8, 7, 11], ['212313', '113232', '131223', '131232', '121323', '112233', '221331'], [0, 0, 2, 4, 5, 0, 2]]
[[1, 7, 6, 4, 11, 8, 10], ['212313', '112233', '113232', '131223', '221331', '121323', '131232'], [0, 5, 2, 4, 4, 1, 2]]
