[[5, 3, 10, 2, 6, 1, 11], ['121332', '112332', '131232', '131322', '113232', '212313', '221331'], [0, 4, 1, 1, 4, 4, 5]]
[[2, 11, 6, 3, 5, 10, 1], ['131322', '221331', '113232', '112332', '121332', '131232', '212313'], [0, 5, 4, 1, 4, 2, 4]]
[[5, 3, 2, 10, 6, 1, 11], ['121332', '112332', '131322', '131232', '113232', '212313', '221331'], [0, 3, 0, 1, 2, 2, 4]]
[[5, 3, 6, 2, 1, 10, 11], ['121332', '112332', '113232', '131322', '212313', '131232', '221331'], [0, 4, 1, 1, 5, 0, 5]]
[[1, 10, 6, 11, 3, 5, 2], ['212313', '131232', '113232', '221331', '112332', '121332', '131322'], [0, 2, 3, 2, 4, 1, 1]]
[[5, 3, 1, 10, 6, 2, 11], ['121332', '112332', '212313', '131232', '113232', '131322', '221331'], [0, 4, 2, 1, 4, 2, 5]]
[[3, 1, 6, 5, 11, 2, 10], ['112332', '212313', '113232', '121332', '221331', '131322', '131232'], [0, 1, 3, 0, 3, 0, 3]]
[[6, 11, 3, 10, 2, 1, 5], ['113232', '221331', '112332', '131232', '131322', '212313', '121332'], [0, 5, 3, 2, 5, 4, 3]]
[[6, 1, 2, 11, 10, 5, 3], ['113232', '212313', '131322', '221331', '131232', '121332', '112332'], [0, 1, 4, 4, 5, 2, 3]]
[[5, 1, 6, 11, 10, 2, 3], ['121332', '212313', '113232', '221331', '131232', '131322', '112332'], [0, 1, 5, 3, 4, 2, 3]]
[[11, 5, 1, 2, 6, 10, 3], ['221331', '121332', '212313', '131322', '113232', '131232', '112332'], [0, 4, 2, 1, 4, 3, 5]]
[[3, 5, 1, 11, 2, 10, 6], ['112332', '121332', '212313', '221331', '131322', '131232', '113232'], [0, 5, 3, 1, 1, 0, 3]]
[[2, 11, 6, 3, 10, 5, 1], ['131322', '221331', '113232', '112332', '131232', '121332', '212313'], [0, 5, 0, 2, 1, 0, 4]]
[[1, 11, 3, 2, 10, 5, 6], ['212313', '221331', '112332', '131322', '131232', '121332', '113232'], [0, 4, 3, 0, 4, 5, 0]]
[[11, 3, 10, 2, 6, 5, 1], ['221331', '112332', '131232', '131322', '113232', '121332', '212313'], [0, 5, 1, 1, 4, 3, 2]]
[[3, 5, 11, 10, 1, 6, 2], ['112332', '121332', '221331', '131232', '212313', '113232', '131322'], [0, 3, 1, 4, 3, 1, 3]]
[[5, 6, 1, 2, 3, 11, 10], ['121332', '113232', '212313', '131322', '112332', '221331', '131232'], [0, 4, 2, 1, 4, 2, 3]]
[[6, 5, 3, 11, 1, 2, 10], ['113232', '121332', '112332', '221331', '212313', '131322', '131232'], [0, 5, 3, 5, 2, 0, 3]]
[[5, 6, 1, 11, 10, 2, 3], ['121332', '113232', '212313', '221331', '131232', '131322', '112332'], [0, 4, 2, 3, 4, 2, 3]]
[[5, 3, 10, 6, 1, 2, 11], ['121332', '112332', '131232', '113232', '212313', '131322', '221331'], [0, 4, 1, 2, 3, 2, 5]]
[[2, 5, 6, 3, 10, 11, 1], ['131322', '121332', '113232', '112332', '131232', '221331', '212313'], [0, 5, 4, 1, 4, 5, 4]]
[[10, 1, 5, 3, 11, 2, 6], ['131232', '212313', '121332', '112332', '221331', '131322', '113232'], [0, 1, 5, 1, 0, 0, 3]]
[[11, 5, 6, 10, 2, 1, 3], ['221331', '121332', '113232', '131232', '131322', '212313', '112332'], [0, 2, 5, 1, 3, 2, 5]]
[[6, 11, 1, 3, 10, 2, 5], ['113232', '221331', '212313', '112332', '131232', '131322', '121332'], [0, 5, 3, 5, 3, 0, 3]]
[[5, 3, 2, 6, 1, 10, 11], ['121332', '112332', '131322', '113232', '212313', '131232', '221331'], [0, 3, 0, 2, 3, 3, 4]]
[[11, 2, 6, 10, 5, 3, 1], ['221331', '131322', '113232', '131232', '121332', '112332', '212313'], [0, 1, 5, 1, 4, 2, 5]]
[[11, 2, 1, 6, 10, 3, 5], ['221331', '131322', '212313', '113232', '131232', '112332', '121332'], [0, 1, 4, 1, 4, 3, 0]]
[[1, 11, 6, 2, 3, 5, 10], ['212313', '221331', '113232', '131322', '112332', '121332', '131232'], [0, 3, 2, 5, 3, 5, 2]]
[[1, 10, 5, 11, 2, 3, 6], ['212313', '131232', '121332', '221331', '131322', '112332', '113232'], [0, 2, 4, 1, 1, 5, 0]]
[[3, 2, 5, 11, 1, 6, 10], ['112332', '131322', '121332', '221331', '212313', '113232', '131232'], [0, 5, 4, 1, 3, 1, 3]]
[[6, 2, 11, 1, 5, 10, 3], ['113232', '131322', '221331', '212313', '121332', '131232', '112332'], [0, 5, 4, 0, 1, 0, 3]]
[[10, 5, 3, 1, 6, 11, 2], ['131232', '121332', '112332', '212313', '113232', '221331', '131322'], [0, 3, 0, 5, 3, 2, 3]]
[[6, 1, 2, 11, 5, 10, 3], ['113232', '212313', '131322', '221331', '121332', '131232', '112332'], [0, 1, 4, 4, 1, 0, 3]]
[[2, 3, 5, 11, 6, 10, 1], ['131322', '112332', '121332', '221331', '113232', '131232', '212313'], [0, 3, 0, 3, 2, 4, 0]]
[[10, 11, 6, 3, 2, 1, 5], ['131232', '221331', '113232', '112332', '131322', '212313', '121332'], [0, 5, 0, 2, 5, 4, 3]]
[[10, 11, 3, 6, 5, 2, 1], ['131232', '221331', '112332', '113232', '121332', '131322', '212313'], [0, 5, 0, 2, 1, 0, 4]]
[[1, 3, 6, 11, 5, 10, 2], ['212313', '112332', '113232', '221331', '121332', '131232', '131322'], [0, 2, 3, 2, 4, 5, 1]]
[[5, 3, 1, 10, 6, 2, 11], ['121332', '112332', '212313', '131232', '113232', '131322', '221331'], [0, 4, 2, 1, 2, 0, 5]]
[[1, 2, 3, 5, 11, 10, 6], ['212313', '131322', '112332', '121332', '221331', '131232', '113232'], [0, 2, 3, 2, 4, 5, 0]]
[[3, 2, 5, 11, 1, 6, 10], ['112332', '131322', '121332', '221331', '212313', '113232', '131232'], [0, 3, 2, 1, 3, 1, 3]]
[[5, 3, 10, 11, 6, 1, 2], ['121332', '112332', '131232', '221331', '113232', '212313', '131322'], [0, 4, 1, 3, 4, 4, 3]]
[[3, 1, 11, 6, 5, 10, 2], ['112332', '212313', '221331', '113232', '121332', '131232', '131322'], [0, 4, 1, 4, 3, 0, 3]]
[[6, 2, 10, 11, 1, 5, 3], ['113232', '131322', '131232', '221331', '212313', '121332', '112332'], [0, 3, 4, 4, 0, 2, 3]]
[[1, 3, 6, 11, 10, 5, 2], ['212313', '112332', '113232', '221331', '131232', '121332', '131322'], [0, 2, 3, 2, 4, 5, 1]]
[[3, 11, 1, 2, 5, 10, 6], ['112332', '221331', '212313', '131322', '121332', '131232', '113232'], [0, 5, 3, 5, 3, 0, 3]]
[[1, 10, 2, 3, 11, 5, 6], ['212313', '131232', '131322', '112332', '221331', '121332', '113232'], [0, 2, 4, 3, 4, 1, 0]]
[[5, 6, 3, 11, 2, 10, 1], ['121332', '113232', '112332', '221331', '131322', '131232', '212313'], [0, 4, 1, 3, 3, 0, 4]]
[[2, 6, 11, 5, 3, 10, 1], ['131322', '113232', '221331', '121332', '112332', '131232', '212313'], [0, 4, 0, 3, 4, 2, 4]]
[[1, 6, 11, 2, 3, 10, 5], ['212313', '113232', '221331', '131322', '112332', '131232', '121332'], [0, 2, 4, 5, 3, 1, 1]]
[[5, 6, 2, 1, 3, 11, 10], ['121332', '113232', '131322', '212313', '112332', '221331', '131232'], [0, 4, 1, 2, 4, 2, 3]]
[[5, 10, 6, 1, 3, 2, 11], ['121332', '131232', '113232', '212313', '112332', '131322', '221331'], [0, 5, 5, 5, 3, 2, 5]]
[[11, 5, 1, 2, 10, 3, 6], ['221331', '121332', '212313', '131322', '131232', '112332', '113232'], [0, 4, 2, 1, 4, 3, 5]]
[[1, 5, 6, 11, 3, 10, 2], ['212313', '121332', '113232', '221331', '112332', '131232', '131322'], [0, 2, 3, 2, 4, 5, 1]]
[[10, 11, 3, 6, 2, 1, 5], ['131232', '221331', '112332', '113232', '131322', '212313', '121332'], [0, 5, 0, 2, 5, 4, 3]]
[[2, 1, 3, 5, 10, 11, 6], ['131322', '212313', '112332', '121332', '131232', '221331', '113232'], [0, 1, 5, 1, 4, 5, 3]]
[[2, 1, 3, 11, 5, 10, 6], ['131322', '212313', '112332', '221331', '121332', '131232', '113232'], [0, 1, 5, 0, 3, 4, 1]]
[[6, 11, 10, 5, 2, 1, 3], ['113232', '221331', '131232', '121332', '131322', '212313', '112332'], [0, 5, 4, 4, 5, 4, 3]]
[[5, 6, 2, 11, 10, 3, 1], ['121332', '113232', '131322', '221331', '131232', '112332', '212313'], [0, 3, 0, 3, 4, 3, 0]]
[[2, 11, 5, 10, 3, 1, 6], ['131322', '221331', '121332', '131232', '112332', '212313', '113232'], [0, 5, 0, 1, 4, 1, 3]]
[[6, 5, 1, 10, 2, 11, 3], ['113232', '121332', '212313', '131232', '131322', '221331', '112332'], [0, 5, 3, 5, 4, 2, 3]]
[[10, 5, 3, 6, 1, 11, 2], ['131232', '121332', '112332', '113232', '212313', '221331', '131322'], [0, 3, 0, 2, 0, 2, 3]]
[[5, 2, 11, 3, 1, 10, 6], ['121332', '131322', '221331', '112332', '212313', '131232', '113232'], [0, 3, 2, 1, 5, 0, 3]]
[[10, 11, 1, 3, 2, 5, 6], ['131232', '221331', '212313', '112332', '131322', '121332', '113232'], [0, 5, 1, 1, 4, 2, 3]]
[[11, 1, 5, 2, 3, 6, 10], ['221331', '212313', '121332', '131322', '112332', '113232', '131232'], [0, 5, 1, 3, 3, 3, 0]]
[[3, 5, 10, 6, 11, 2, 1], ['112332', '121332', '131232', '113232', '221331', '131322', '212313'], [0, 5, 4, 4, 3, 0, 4]]
[[6, 2, 3, 10, 11, 1, 5], ['113232', '131322', '112332', '131232', '221331', '212313', '121332'], [0, 3, 3, 2, 1, 4, 3]]
[[2, 10, 3, 5, 6, 11, 1], ['131322', '131232', '112332', '121332', '113232', '221331', '212313'], [0, 3, 0, 3, 4, 5, 4]]
[[10, 2, 5, 6, 11, 1, 3], ['131232', '131322', '121332', '113232', '221331', '212313', '112332'], [0, 3, 0, 2, 1, 4, 3]]
[[5, 10, 11, 3, 6, 1, 2], ['121332', '131232', '221331', '112332', '113232', '212313', '131322'], [0, 3, 2, 1, 2, 2, 2]]
[[11, 10, 3, 6, 1, 5, 2], ['221331', '131232', '112332', '113232', '212313', '121332', '131322'], [0, 0, 1, 2, 3, 3, 0]]
[[3, 1, 5, 2, 11, 10, 6], ['112332', '212313', '121332', '131322', '221331', '131232', '113232'], [0, 1, 4, 5, 3, 0, 3]]
[[6, 1, 3, 10, 5, 2, 11], ['113232', '212313', '112332', '131232', '121332', '131322', '221331'], [0, 4, 3, 2, 1, 0, 5]]
[[5, 3, 1, 2, 6, 10, 11], ['121332', '112332', '212313', '131322', '113232', '131232', '221331'], [0, 4, 2, 1, 2, 0, 5]]
[[2, 11, 3, 10, 1, 5, 6], ['131322', '221331', '112332', '131232', '212313', '121332', '113232'], [0, 5, 0, 1, 5, 4, 1]]
[[2, 10, 3, 11, 1, 5, 6], ['131322', '131232', '112332', '221331', '212313', '121332', '113232'], [0, 3, 0, 3, 5, 0, 3]]
