[[10, 4, 11, 7, 0, 12, 6], ['131232', '131223', '221331', '112233', '112323', '113322', '113232'], [0, 3, 5, 1, 4, 1, 3]]
[[10, 4, 7, 0, 11, 12, 6], ['131232', '131223', '112233', '112323', '221331', '113322', '113232'], [0, 3, 0, 2, 1, 2, 1]]
[[4, 10, 11, 6, 12, 7, 0], ['131223', '131232', '221331', '113232', '113322', '112233', '112323'], [0, 5, 5, 1, 4, 2, 1]]
[[10, 0, 12, 6, 11, 4, 7], ['131232', '112323', '113322', '113232', '221331', '131223', '112233'], [0, 3, 4, 1, 0, 4, 0]]
[[12, 7, 6, 0, 10, 4, 11], ['113322', '112233', '113232', '112323', '131232', '131223', '221331'], [0, 4, 2, 4, 4, 2, 5]]
[[4, 12, 0, 11, 6, 10, 7], ['131223', '113322', '112323', '221331', '113232', '131232', '112233'], [0, 4, 1, 0, 3, 2, 3]]
[[0, 10, 4, 7, 6, 11, 12], ['112323', '131232', '131223', '112233', '113232', '221331', '113322'], [0, 3, 4, 4, 2, 0, 1]]
[[11, 10, 4, 7, 0, 12, 6], ['221331', '131232', '131223', '112233', '112323', '113322', '113232'], [0, 2, 0, 2, 5, 2, 5]]
[[7, 12, 4, 6, 0, 11, 10], ['112233', '113322', '131223', '113232', '112323', '221331', '131232'], [0, 3, 4, 4, 4, 2, 5]]
[[0, 12, 10, 7, 6, 11, 4], ['112323', '113322', '131232', '112233', '113232', '221331', '131223'], [0, 3, 4, 4, 4, 5, 5]]
[[10, 7, 4, 0, 6, 11, 12], ['131232', '112233', '131223', '112323', '113232', '221331', '113322'], [0, 4, 1, 2, 5, 2, 3]]
[[6, 0, 12, 4, 10, 7, 11], ['113232', '112323', '113322', '131223', '131232', '112233', '221331'], [0, 3, 3, 2, 5, 3, 4]]
[[6, 12, 0, 7, 4, 10, 11], ['113232', '113322', '112323', '112233', '131223', '131232', '221331'], [0, 3, 3, 0, 4, 3, 4]]
[[4, 11, 0, 10, 6, 7, 12], ['131223', '221331', '112323', '131232', '113232', '112233', '113322'], [0, 5, 5, 3, 3, 2, 1]]
[[12, 6, 0, 10, 7, 4, 11], ['113322', '113232', '112323', '131232', '112233', '131223', '221331'], [0, 3, 3, 2, 5, 3, 4]]
[[11, 6, 0, 12, 10, 7, 4], ['221331', '113232', '112323', '113322', '131232', '112233', '131223'], [0, 0, 0, 2, 1, 4, 4]]
[[4, 0, 12, 7, 10, 6, 11], ['131223', '112323', '113322', '112233', '131232', '113232', '221331'], [0, 3, 4, 1, 3, 4, 1]]
[[11, 0, 10, 6, 12, 7, 4], ['221331', '112323', '131232', '113232', '113322', '112233', '131223'], [0, 1, 5, 1, 3, 3, 0]]
[[7, 11, 6, 12, 4, 10, 0], ['112233', '221331', '113232', '113322', '131223', '131232', '112323'], [0, 2, 3, 0, 3, 0, 3]]
[[4, 6, 11, 10, 12, 0, 7], ['131223', '113232', '221331', '131232', '113322', '112323', '112233'], [0, 4, 0, 1, 4, 1, 3]]
[[7, 12, 11, 0, 4, 6, 10], ['112233', '113322', '221331', '112323', '131223', '113232', '131232'], [0, 3, 1, 5, 4, 1, 5]]
[[6, 0, 4, 12, 11, 10, 7], ['113232', '112323', '131223', '113322', '221331', '131232', '112233'], [0, 3, 2, 3, 1, 3, 0]]
[[6, 0, 12, 4, 11, 7, 10], ['113232', '112323', '113322', '131223', '221331', '112233', '131232'], [0, 3, 3, 0, 0, 4, 1]]
[[6, 11, 10, 7, 4, 0, 12], ['113232', '221331', '131232', '112233', '131223', '112323', '113322'], [0, 5, 4, 5, 3, 4, 2]]
[[10, 0, 4, 11, 7, 6, 12], ['131232', '112323', '131223', '221331', '112233', '113232', '113322'], [0, 4, 1, 0, 3, 1, 3]]
[[10, 12, 6, 11, 0, 4, 7], ['131232', '113322', '113232', '221331', '112323', '131223', '112233'], [0, 3, 0, 0, 2, 4, 0]]
[[10, 4, 12, 0, 7, 6, 11], ['131232', '131223', '113322', '112323', '112233', '113232', '221331'], [0, 5, 4, 1, 3, 1, 5]]
[[6, 12, 0, 7, 10, 4, 11], ['113232', '113322', '112323', '112233', '131232', '131223', '221331'], [0, 3, 3, 0, 3, 4, 4]]
[[10, 4, 7, 0, 11, 6, 12], ['131232', '131223', '112233', '112323', '221331', '113232', '113322'], [0, 5, 0, 2, 1, 1, 3]]
[[12, 10, 7, 4, 11, 0, 6], ['113322', '131232', '112233', '131223', '221331', '112323', '113232'], [0, 3, 3, 2, 4, 1, 3]]
[[6, 10, 7, 4, 11, 0, 12], ['113232', '131232', '112233', '131223', '221331', '112323', '113322'], [0, 3, 3, 0, 0, 4, 2]]
[[4, 11, 12, 7, 6, 10, 0], ['131223', '221331', '113322', '112233', '113232', '131232', '112323'], [0, 2, 4, 1, 3, 2, 3]]
[[12, 10, 4, 11, 7, 6, 0], ['113322', '131232', '131223', '221331', '112233', '113232', '112323'], [0, 3, 4, 4, 5, 2, 2]]
[[7, 4, 10, 11, 6, 12, 0], ['112233', '131223', '131232', '221331', '113232', '113322', '112323'], [0, 5, 2, 1, 5, 1, 3]]
[[12, 4, 11, 0, 6, 10, 7], ['113322', '131223', '221331', '112323', '113232', '131232', '112233'], [0, 5, 4, 4, 2, 4, 1]]
[[4, 0, 11, 6, 7, 10, 12], ['131223', '112323', '221331', '113232', '112233', '131232', '113322'], [0, 3, 5, 1, 2, 4, 0]]
[[7, 6, 11, 0, 10, 12, 4], ['112233', '113232', '221331', '112323', '131232', '113322', '131223'], [0, 3, 1, 3, 5, 1, 5]]
[[7, 12, 11, 6, 0, 10, 4], ['112233', '113322', '221331', '113232', '112323', '131232', '131223'], [0, 3, 1, 4, 2, 0, 5]]
[[7, 10, 11, 6, 4, 0, 12], ['112233', '131232', '221331', '113232', '131223', '112323', '113322'], [0, 3, 1, 4, 4, 2, 1]]
[[11, 7, 12, 0, 10, 4, 6], ['221331', '112233', '113322', '112323', '131232', '131223', '113232'], [0, 5, 1, 2, 1, 0, 4]]
[[11, 0, 6, 4, 12, 10, 7], ['221331', '112323', '113232', '131223', '113322', '131232', '112233'], [0, 5, 1, 1, 2, 0, 4]]
[[4, 10, 11, 6, 12, 0, 7], ['131223', '131232', '221331', '113232', '113322', '112323', '112233'], [0, 5, 5, 1, 4, 3, 2]]
[[6, 10, 12, 0, 11, 7, 4], ['113232', '131232', '113322', '112323', '221331', '112233', '131223'], [0, 5, 3, 0, 0, 4, 2]]
[[10, 11, 6, 4, 7, 12, 0], ['131232', '221331', '113232', '131223', '112233', '113322', '112323'], [0, 5, 0, 3, 3, 2, 2]]
[[6, 4, 11, 10, 7, 0, 12], ['113232', '131223', '221331', '131232', '112233', '112323', '113322'], [0, 3, 4, 5, 2, 4, 2]]
[[6, 7, 10, 12, 0, 4, 11], ['113232', '112233', '131232', '113322', '112323', '131223', '221331'], [0, 3, 2, 4, 2, 4, 4]]
[[0, 12, 11, 10, 7, 4, 6], ['112323', '113322', '221331', '131232', '112233', '131223', '113232'], [0, 3, 1, 4, 5, 3, 0]]
[[11, 10, 6, 12, 4, 0, 7], ['221331', '131232', '113232', '113322', '131223', '112323', '112233'], [0, 2, 5, 2, 1, 4, 5]]
[[4, 11, 10, 0, 6, 7, 12], ['131223', '221331', '131232', '112323', '113232', '112233', '113322'], [0, 5, 0, 2, 5, 2, 1]]
[[4, 6, 0, 7, 12, 11, 10], ['131223', '113232', '112323', '112233', '113322', '221331', '131232'], [0, 3, 5, 2, 5, 5, 5]]
[[0, 7, 10, 11, 4, 12, 6], ['112323', '112233', '131232', '221331', '131223', '113322', '113232'], [0, 3, 2, 1, 1, 4, 0]]
[[10, 12, 6, 7, 4, 0, 11], ['131232', '113322', '113232', '112233', '131223', '112323', '221331'], [0, 3, 4, 1, 4, 2, 4]]
[[10, 7, 4, 0, 11, 6, 12], ['131232', '112233', '131223', '112323', '221331', '113232', '113322'], [0, 4, 1, 2, 1, 1, 3]]
[[7, 4, 6, 12, 11, 10, 0], ['112233', '131223', '113232', '113322', '221331', '131232', '112323'], [0, 5, 3, 0, 0, 0, 3]]
[[6, 10, 7, 0, 11, 4, 12], ['113232', '131232', '112233', '112323', '221331', '131223', '113322'], [0, 3, 3, 0, 0, 4, 2]]
[[7, 0, 12, 4, 11, 6, 10], ['112233', '112323', '113322', '131223', '221331', '113232', '131232'], [0, 4, 2, 4, 1, 3, 2]]
[[6, 10, 7, 11, 4, 12, 0], ['113232', '131232', '112233', '221331', '131223', '113322', '112323'], [0, 3, 3, 5, 4, 2, 2]]
[[11, 0, 10, 12, 4, 6, 7], ['221331', '112323', '131232', '113322', '131223', '113232', '112233'], [0, 5, 1, 2, 5, 1, 4]]
[[11, 0, 6, 12, 4, 10, 7], ['221331', '112323', '113232', '113322', '131223', '131232', '112233'], [0, 5, 1, 2, 1, 0, 4]]
[[6, 12, 7, 0, 4, 11, 10], ['113232', '113322', '112233', '112323', '131223', '221331', '131232'], [0, 3, 3, 0, 3, 3, 1]]
[[11, 0, 12, 4, 7, 6, 10], ['221331', '112323', '113322', '131223', '112233', '113232', '131232'], [0, 5, 1, 3, 4, 3, 0]]
[[0, 6, 12, 4, 11, 10, 7], ['112323', '113232', '113322', '131223', '221331', '131232', '112233'], [0, 4, 2, 4, 4, 2, 3]]
[[11, 6, 4, 0, 10, 7, 12], ['221331', '113232', '131223', '112323', '131232', '112233', '113322'], [0, 2, 0, 2, 1, 4, 5]]
[[12, 10, 4, 11, 7, 0, 6], ['113322', '131232', '131223', '221331', '112233', '112323', '113232'], [0, 3, 4, 4, 5, 3, 1]]
[[6, 0, 4, 12, 10, 7, 11], ['113232', '112323', '131223', '113322', '131232', '112233', '221331'], [0, 3, 2, 3, 5, 3, 4]]
[[12, 11, 7, 10, 4, 6, 0], ['113322', '221331', '112233', '131232', '131223', '113232', '112323'], [0, 5, 3, 2, 1, 4, 2]]
[[4, 0, 11, 12, 6, 7, 10], ['131223', '112323', '221331', '113322', '113232', '112233', '131232'], [0, 4, 0, 2, 5, 2, 2]]
[[4, 0, 7, 10, 11, 12, 6], ['131223', '112323', '112233', '131232', '221331', '113322', '113232'], [0, 4, 1, 1, 0, 4, 2]]
[[0, 7, 11, 4, 10, 12, 6], ['112323', '112233', '221331', '131223', '131232', '113322', '113232'], [0, 3, 4, 4, 1, 4, 0]]
[[10, 4, 12, 6, 11, 7, 0], ['131232', '131223', '113322', '113232', '221331', '112233', '112323'], [0, 3, 4, 1, 0, 4, 2]]
[[7, 11, 12, 6, 10, 4, 0], ['112233', '221331', '113322', '113232', '131232', '131223', '112323'], [0, 2, 3, 0, 3, 4, 1]]
[[11, 10, 12, 4, 7, 6, 0], ['221331', '131232', '113322', '131223', '112233', '113232', '112323'], [0, 0, 1, 3, 4, 1, 4]]
[[7, 10, 4, 0, 11, 6, 12], ['112233', '131232', '131223', '112323', '221331', '113232', '113322'], [0, 3, 4, 3, 1, 3, 1]]
[[0, 12, 6, 4, 7, 10, 11], ['112323', '113322', '113232', '131223', '112233', '131232', '221331'], [0, 4, 2, 4, 5, 2, 2]]
[[11, 10, 0, 12, 4, 6, 7], ['221331', '131232', '112323', '113322', '131223', '113232', '112233'], [0, 2, 0, 2, 5, 3, 5]]
[[11, 6, 0, 7, 12, 4, 10], ['221331', '113232', '112323', '112233', '113322', '131223', '131232'], [0, 0, 4, 1, 2, 4, 0]]
[[7, 10, 11, 12, 0, 4, 6], ['112233', '131232', '221331', '113322', '112323', '131223', '113232'], [0, 5, 4, 5, 2, 4, 2]]
[[12, 11, 7, 0, 10, 4, 6], ['113322', '221331', '112233', '112323', '131232', '131223', '113232'], [0, 5, 3, 0, 4, 2, 3]]
[[11, 10, 0, 4, 7, 12, 6], ['221331', '131232', '112323', '131223', '112233', '113322', '113232'], [0, 2, 0, 1, 4, 2, 5]]
[[11, 6, 7, 10, 12, 4, 0], ['221331', '113232', '112233', '131232', '113322', '131223', '112323'], [0, 2, 5, 3, 2, 4, 5]]
[[10, 12, 0, 11, 7, 6, 4], ['131232', '113322', '112323', '221331', '112233', '113232', '131223'], [0, 3, 5, 0, 3, 3, 1]]
[[0, 12, 7, 11, 6, 4, 10], ['112323', '113322', '112233', '221331', '113232', '131223', '131232'], [0, 3, 3, 2, 4, 2, 5]]
[[12, 0, 10, 6, 11, 7, 4], ['113322', '112323', '131232', '113232', '221331', '112233', '131223'], [0, 3, 2, 3, 4, 2, 1]]
[[7, 11, 12, 6, 4, 0, 10], ['112233', '221331', '113322', '113232', '131223', '112323', '131232'], [0, 2, 3, 0, 4, 2, 2]]
[[11, 6, 10, 0, 7, 12, 4], ['221331', '113232', '131232', '112323', '112233', '113322', '131223'], [0, 0, 5, 1, 4, 2, 4]]
[[6, 12, 7, 10, 11, 0, 4], ['113232', '113322', '112233', '131232', '221331', '112323', '131223'], [0, 3, 3, 2, 1, 2, 1]]
[[12, 11, 0, 4, 7, 10, 6], ['113322', '221331', '112323', '131223', '112233', '131232', '113232'], [0, 5, 3, 2, 5, 2, 3]]
[[11, 12, 4, 6, 0, 10, 7], ['221331', '113322', '131223', '113232', '112323', '131232', '112233'], [0, 2, 5, 1, 3, 3, 5]]
[[12, 6, 7, 11, 0, 4, 10], ['113322', '113232', '112233', '221331', '112323', '131223', '131232'], [0, 4, 2, 4, 5, 2, 3]]
[[11, 6, 0, 12, 4, 10, 7], ['221331', '113232', '112323', '113322', '131223', '131232', '112233'], [0, 0, 0, 2, 1, 0, 4]]
[[7, 11, 10, 6, 0, 4, 12], ['112233', '221331', '131232', '113232', '112323', '131223', '113322'], [0, 5, 4, 4, 2, 4, 1]]
[[7, 12, 10, 0, 6, 11, 4], ['112233', '113322', '131232', '112323', '113232', '221331', '131223'], [0, 3, 4, 3, 5, 2, 5]]
[[11, 7, 12, 6, 10, 4, 0], ['221331', '112233', '113322', '113232', '131232', '131223', '112323'], [0, 0, 0, 2, 1, 0, 4]]
[[6, 10, 12, 0, 7, 11, 4], ['113232', '131232', '113322', '112323', '112233', '221331', '131223'], [0, 5, 3, 0, 2, 3, 2]]
[[6, 12, 7, 11, 10, 0, 4], ['113232', '113322', '112233', '221331', '131232', '112323', '131223'], [0, 3, 3, 5, 3, 4, 1]]
[[4, 6, 7, 10, 12, 0, 11], ['131223', '113232', '112233', '131232', '113322', '112323', '221331'], [0, 4, 1, 1, 4, 1, 2]]
[[4, 12, 6, 7, 0, 10, 11], ['131223', '113322', '113232', '112233', '112323', '131232', '221331'], [0, 3, 4, 1, 2, 4, 1]]
[[12, 4, 10, 6, 11, 0, 7], ['113322', '131223', '131232', '113232', '221331', '112323', '112233'], [0, 5, 2, 3, 4, 3, 1]]
[[4, 0, 11, 7, 10, 6, 12], ['131223', '112323', '221331', '112233', '131232', '113232', '113322'], [0, 3, 5, 1, 3, 4, 0]]
[[0, 6, 7, 11, 12, 10, 4], ['112323', '113232', '112233', '221331', '113322', '131232', '131223'], [0, 3, 3, 2, 3, 2, 5]]
[[4, 12, 0, 7, 6, 10, 11], ['131223', '113322', '112323', '112233', '113232', '131232', '221331'], [0, 4, 1, 2, 5, 2, 2]]
[[10, 7, 12, 6, 4, 0, 11], ['131232', '112233', '113322', '113232', '131223', '112323', '221331'], [0, 3, 4, 1, 3, 4, 4]]
[[4, 7, 11, 6, 12, 0, 10], ['131223', '112233', '221331', '113232', '113322', '112323', '131232'], [0, 3, 5, 1, 4, 1, 5]]
[[12, 4, 11, 6, 7, 0, 10], ['113322', '131223', '221331', '113232', '112233', '112323', '131232'], [0, 3, 4, 3, 5, 1, 3]]
[[7, 0, 6, 12, 11, 4, 10], ['112233', '112323', '113232', '113322', '221331', '131223', '131232'], [0, 3, 3, 0, 0, 0, 5]]
[[12, 11, 4, 7, 6, 10, 0], ['113322', '221331', '131223', '112233', '113232', '131232', '112323'], [0, 5, 4, 5, 2, 4, 2]]
[[10, 0, 4, 7, 6, 11, 12], ['131232', '112323', '131223', '112233', '113232', '221331', '113322'], [0, 4, 3, 1, 3, 2, 3]]
[[0, 7, 12, 4, 10, 11, 6], ['112323', '112233', '113322', '131223', '131232', '221331', '113232'], [0, 4, 2, 4, 1, 0, 2]]
[[4, 7, 0, 11, 10, 12, 6], ['131223', '112233', '112323', '221331', '131232', '113322', '113232'], [0, 4, 1, 0, 3, 4, 2]]
[[11, 10, 6, 12, 4, 0, 7], ['221331', '131232', '113232', '113322', '131223', '112323', '112233'], [0, 2, 5, 2, 5, 2, 5]]
[[6, 12, 10, 7, 4, 11, 0], ['113232', '113322', '131232', '112233', '131223', '221331', '112323'], [0, 3, 4, 5, 3, 3, 0]]
[[4, 12, 10, 7, 6, 0, 11], ['131223', '113322', '131232', '112233', '113232', '112323', '221331'], [0, 4, 3, 1, 3, 1, 2]]
[[12, 10, 7, 4, 11, 6, 0], ['113322', '131232', '112233', '131223', '221331', '113232', '112323'], [0, 3, 3, 2, 4, 2, 2]]
[[6, 7, 12, 11, 10, 0, 4], ['113232', '112233', '113322', '221331', '131232', '112323', '131223'], [0, 3, 3, 5, 3, 4, 1]]
[[7, 12, 4, 0, 11, 6, 10], ['112233', '113322', '131223', '112323', '221331', '113232', '131232'], [0, 3, 4, 3, 1, 1, 5]]
[[11, 7, 4, 12, 6, 0, 10], ['221331', '112233', '131223', '113322', '113232', '112323', '131232'], [0, 0, 5, 1, 2, 4, 0]]
[[11, 10, 0, 12, 6, 4, 7], ['221331', '131232', '112323', '113322', '113232', '131223', '112233'], [0, 2, 4, 1, 2, 4, 5]]
[[10, 4, 12, 6, 7, 11, 0], ['131232', '131223', '113322', '113232', '112233', '221331', '112323'], [0, 3, 4, 1, 2, 3, 2]]
[[4, 10, 12, 6, 7, 11, 0], ['131223', '131232', '113322', '113232', '112233', '221331', '112323'], [0, 5, 4, 1, 2, 0, 1]]
[[10, 6, 4, 12, 11, 7, 0], ['131232', '113232', '131223', '113322', '221331', '112233', '112323'], [0, 4, 3, 1, 0, 4, 2]]
[[7, 11, 10, 4, 12, 0, 6], ['112233', '221331', '131232', '131223', '113322', '112323', '113232'], [0, 2, 2, 4, 5, 2, 2]]
