[[12, 9, 10, 0, 6, 11, 8], ['113322', '113223', '131232', '112323', '113232', '221331', '121323'], [0, 3, 2, 4, 4, 5, 5]]
[[8, 9, 10, 0, 12, 11, 6], ['121323', '113223', '131232', '112323', '113322', '221331', '113232'], [0, 3, 5, 1, 2, 0, 0]]
[[8, 0, 6, 12, 10, 11, 9], ['121323', '112323', '113232', '113322', '131232', '221331', '113223'], [0, 3, 5, 2, 1, 0, 0]]
[[10, 0, 11, 9, 6, 12, 8], ['131232', '112323', '221331', '113223', '113232', '113322', '121323'], [0, 3, 5, 1, 3, 1, 5]]
[[8, 11, 6, 9, 10, 12, 0], ['121323', '221331', '113232', '113223', '131232', '113322', '112323'], [0, 2, 5, 2, 1, 4, 1]]
[[6, 10, 11, 12, 8, 0, 9], ['113232', '131232', '221331', '113322', '121323', '112323', '113223'], [0, 3, 1, 3, 1, 4, 1]]
[[10, 9, 8, 0, 11, 12, 6], ['131232', '113223', '121323', '112323', '221331', '113322', '113232'], [0, 4, 1, 2, 1, 2, 1]]
[[9, 6, 0, 8, 11, 10, 12], ['113223', '113232', '112323', '121323', '221331', '131232', '113322'], [0, 3, 3, 0, 0, 4, 0]]
[[8, 0, 6, 11, 9, 10, 12], ['121323', '112323', '113232', '221331', '113223', '131232', '113322'], [0, 3, 5, 3, 2, 4, 0]]
[[0, 9, 8, 11, 10, 12, 6], ['112323', '113223', '121323', '221331', '131232', '113322', '113232'], [0, 3, 4, 1, 1, 4, 0]]
[[11, 10, 6, 12, 9, 8, 0], ['221331', '131232', '113232', '113322', '113223', '121323', '112323'], [0, 0, 1, 2, 5, 2, 4]]
[[9, 11, 6, 10, 8, 12, 0], ['113223', '221331', '113232', '131232', '121323', '113322', '112323'], [0, 2, 3, 2, 1, 4, 1]]
[[10, 0, 12, 6, 9, 11, 8], ['131232', '112323', '113322', '113232', '113223', '221331', '121323'], [0, 3, 4, 1, 3, 2, 5]]
[[0, 9, 12, 8, 10, 6, 11], ['112323', '113223', '113322', '121323', '131232', '113232', '221331'], [0, 3, 3, 2, 1, 4, 1]]
[[9, 10, 8, 6, 12, 11, 0], ['113223', '131232', '121323', '113232', '113322', '221331', '112323'], [0, 5, 4, 3, 5, 5, 3]]
[[9, 10, 8, 12, 0, 11, 6], ['113223', '131232', '121323', '113322', '112323', '221331', '113232'], [0, 5, 4, 4, 2, 0, 2]]
[[11, 10, 0, 9, 8, 12, 6], ['221331', '131232', '112323', '113223', '121323', '113322', '113232'], [0, 2, 0, 2, 5, 2, 5]]
[[11, 9, 0, 6, 10, 12, 8], ['221331', '113223', '112323', '113232', '131232', '113322', '121323'], [0, 0, 4, 1, 4, 2, 0]]
[[0, 6, 8, 9, 10, 12, 11], ['112323', '113232', '121323', '113223', '131232', '113322', '221331'], [0, 3, 2, 5, 4, 3, 1]]
[[8, 11, 9, 0, 10, 12, 6], ['121323', '221331', '113223', '112323', '131232', '113322', '113232'], [0, 2, 0, 2, 1, 4, 2]]
[[11, 0, 6, 12, 9, 10, 8], ['221331', '112323', '113232', '113322', '113223', '131232', '121323'], [0, 5, 1, 2, 5, 3, 4]]
