[[7, 0, 10, 12, 9, 5, 11], ['112233', '112323', '131232', '113322', '113223', '121332', '221331'], [0, 3, 2, 5, 4, 3, 1]]
[[5, 9, 0, 7, 12, 11, 10], ['121332', '113223', '112323', '112233', '113322', '221331', '131232'], [0, 3, 4, 1, 2, 3, 1]]
[[0, 9, 12, 5, 7, 11, 10], ['112323', '113223', '113322', '121332', '112233', '221331', '131232'], [0, 3, 3, 0, 4, 5, 5]]
[[10, 0, 7, 12, 5, 11, 9], ['131232', '112323', '112233', '113322', '121332', '221331', '113223'], [0, 4, 1, 2, 1, 3, 2]]
[[0, 10, 7, 11, 5, 9, 12], ['112323', '131232', '112233', '221331', '121332', '113223', '113322'], [0, 3, 3, 2, 4, 3, 1]]
[[7, 11, 0, 5, 9, 10, 12], ['112233', '221331', '112323', '121332', '113223', '131232', '113322'], [0, 5, 3, 0, 4, 3, 1]]
[[9, 7, 11, 5, 0, 10, 12], ['113223', '112233', '221331', '121332', '112323', '131232', '113322'], [0, 3, 4, 5, 2, 4, 0]]
[[11, 12, 0, 9, 7, 5, 10], ['221331', '113322', '112323', '113223', '112233', '121332', '131232'], [0, 1, 4, 1, 4, 3, 4]]
[[11, 0, 5, 12, 9, 10, 7], ['221331', '112323', '121332', '113322', '113223', '131232', '112233'], [0, 5, 3, 1, 2, 0, 4]]
[[11, 7, 10, 9, 0, 12, 5], ['221331', '112233', '131232', '113223', '112323', '113322', '121332'], [0, 5, 1, 2, 5, 2, 0]]
[[11, 5, 10, 9, 12, 0, 7], ['221331', '121332', '131232', '113223', '113322', '112323', '112233'], [0, 2, 5, 1, 2, 4, 5]]
[[0, 12, 10, 7, 9, 5, 11], ['112323', '113322', '131232', '112233', '113223', '121332', '221331'], [0, 3, 4, 4, 2, 4, 1]]
[[10, 9, 5, 12, 11, 7, 0], ['131232', '113223', '121332', '113322', '221331', '112233', '112323'], [0, 3, 5, 1, 0, 4, 0]]
