[[0, 12, 10, 3, 9, 4, 2], ['112323', '113322', '131232', '112332', '113223', '131223', '131322'], [0, 3, 4, 3, 5, 2, 5]]
[[0, 4, 2, 10, 9, 12, 3], ['112323', '131223', '131322', '131232', '113223', '113322', '112332'], [0, 5, 4, 4, 5, 3, 1]]
[[3, 4, 2, 9, 10, 0, 12], ['112332', '131223', '131322', '113223', '131232', '112323', '113322'], [0, 3, 4, 5, 4, 2, 2]]
[[9, 0, 12, 10, 2, 3, 4], ['113223', '112323', '113322', '131232', '131322', '112332', '131223'], [0, 4, 2, 5, 4, 1, 3]]
[[10, 2, 12, 4, 3, 0, 9], ['131232', '131322', '113322', '131223', '112332', '112323', '113223'], [0, 3, 5, 1, 2, 4, 1]]
[[10, 12, 4, 9, 0, 3, 2], ['131232', '113322', '131223', '113223', '112323', '112332', '131322'], [0, 4, 3, 1, 4, 2, 2]]
[[9, 4, 2, 12, 10, 3, 0], ['113223', '131223', '131322', '113322', '131232', '112332', '112323'], [0, 5, 4, 3, 5, 1, 3]]
[[12, 0, 9, 4, 2, 10, 3], ['113322', '112323', '113223', '131223', '131322', '131232', '112332'], [0, 3, 3, 0, 3, 4, 0]]
[[12, 4, 2, 10, 9, 3, 0], ['113322', '131223', '131322', '131232', '113223', '112332', '112323'], [0, 3, 2, 5, 2, 4, 2]]
[[3, 2, 10, 0, 4, 9, 12], ['112332', '131322', '131232', '112323', '131223', '113223', '113322'], [0, 3, 4, 3, 1, 4, 2]]
[[2, 12, 10, 4, 3, 9, 0], ['131322', '113322', '131232', '131223', '112332', '113223', '112323'], [0, 3, 0, 3, 3, 2, 0]]
[[4, 0, 12, 3, 9, 10, 2], ['131223', '112323', '113322', '112332', '113223', '131232', '131322'], [0, 3, 4, 1, 3, 2, 5]]
[[12, 4, 2, 3, 9, 10, 0], ['113322', '131223', '131322', '112332', '113223', '131232', '112323'], [0, 3, 4, 4, 2, 4, 2]]
[[10, 2, 12, 4, 9, 3, 0], ['131232', '131322', '113322', '131223', '113223', '112332', '112323'], [0, 3, 5, 1, 4, 3, 2]]
[[10, 0, 9, 4, 3, 2, 12], ['131232', '112323', '113223', '131223', '112332', '131322', '113322'], [0, 4, 1, 3, 2, 0, 3]]
[[12, 10, 0, 4, 3, 9, 2], ['113322', '131232', '112323', '131223', '112332', '113223', '131322'], [0, 3, 3, 0, 4, 3, 2]]
