[[7, 0, 2, 13, 8, 4, 10], ['112233', '112323', '131322', '121233', '121323', '131223', '131232'], [0, 3, 4, 4, 1, 0, 5]]
[[13, 4, 0, 2, 7, 10, 8], ['121233', '131223', '112323', '131322', '112233', '131232', '121323'], [0, 5, 0, 1, 2, 0, 3]]
[[4, 13, 10, 7, 8, 2, 0], ['131223', '121233', '131232', '112233', '121323', '131322', '112323'], [0, 5, 0, 2, 1, 4, 1]]
[[0, 7, 4, 13, 10, 8, 2], ['112323', '112233', '131223', '121233', '131232', '121323', '131322'], [0, 3, 2, 4, 1, 0, 5]]
[[13, 10, 4, 7, 8, 2, 0], ['121233', '131232', '131223', '112233', '121323', '131322', '112323'], [0, 5, 0, 2, 1, 0, 3]]
[[10, 4, 7, 0, 13, 8, 2], ['131232', '131223', '112233', '112323', '121233', '121323', '131322'], [0, 3, 0, 2, 1, 4, 2]]
[[8, 4, 7, 0, 2, 10, 13], ['121323', '131223', '112233', '112323', '131322', '131232', '121233'], [0, 5, 5, 2, 1, 4, 2]]
[[0, 10, 4, 13, 8, 2, 7], ['112323', '131232', '131223', '121233', '121323', '131322', '112233'], [0, 5, 2, 4, 5, 3, 2]]
[[4, 7, 13, 2, 10, 8, 0], ['131223', '112233', '121233', '131322', '131232', '121323', '112323'], [0, 4, 1, 3, 3, 0, 3]]
[[7, 0, 2, 13, 8, 10, 4], ['112233', '112323', '131322', '121233', '121323', '131232', '131223'], [0, 3, 4, 4, 1, 0, 5]]
[[7, 4, 8, 2, 0, 10, 13], ['112233', '131223', '121323', '131322', '112323', '131232', '121233'], [0, 3, 4, 5, 2, 0, 3]]
[[13, 7, 0, 8, 4, 10, 2], ['121233', '112233', '112323', '121323', '131223', '131232', '131322'], [0, 3, 0, 3, 3, 0, 5]]
[[13, 0, 7, 8, 10, 4, 2], ['121233', '112323', '112233', '121323', '131232', '131223', '131322'], [0, 3, 5, 1, 3, 4, 1]]
[[4, 7, 13, 8, 0, 10, 2], ['131223', '112233', '121233', '121323', '112323', '131232', '131322'], [0, 3, 0, 1, 4, 2, 5]]
[[10, 2, 13, 4, 0, 7, 8], ['131232', '131322', '121233', '131223', '112323', '112233', '121323'], [0, 5, 0, 3, 2, 4, 2]]
[[2, 8, 13, 0, 4, 10, 7], ['131322', '121323', '121233', '112323', '131223', '131232', '112233'], [0, 3, 0, 2, 1, 4, 1]]
[[7, 4, 2, 13, 8, 10, 0], ['112233', '131223', '131322', '121233', '121323', '131232', '112323'], [0, 5, 4, 4, 1, 0, 3]]
[[7, 13, 8, 0, 10, 2, 4], ['112233', '121233', '121323', '112323', '131232', '131322', '131223'], [0, 5, 2, 5, 3, 0, 3]]
[[8, 0, 2, 7, 13, 10, 4], ['121323', '112323', '131322', '112233', '121233', '131232', '131223'], [0, 4, 1, 2, 5, 2, 3]]
[[8, 10, 4, 7, 2, 13, 0], ['121323', '131232', '131223', '112233', '131322', '121233', '112323'], [0, 5, 0, 2, 1, 0, 3]]
[[2, 4, 13, 0, 8, 7, 10], ['131322', '131223', '121233', '112323', '121323', '112233', '131232'], [0, 3, 0, 2, 5, 1, 3]]
