[[2, 13, 11, 0, 12, 6, 7], ['131322', '121233', '221331', '112323', '113322', '113232', '112233'], [0, 3, 5, 1, 2, 4, 1]]
[[6, 2, 12, 7, 13, 11, 0], ['113232', '131322', '113322', '112233', '121233', '221331', '112323'], [0, 5, 3, 0, 3, 3, 2]]
[[6, 7, 2, 12, 0, 11, 13], ['113232', '112233', '131322', '113322', '112323', '221331', '121233'], [0, 3, 2, 4, 2, 3, 1]]
[[11, 13, 6, 12, 2, 0, 7], ['221331', '121233', '113232', '113322', '131322', '112323', '112233'], [0, 4, 1, 2, 1, 4, 5]]
[[0, 7, 2, 11, 13, 6, 12], ['112323', '112233', '131322', '221331', '121233', '113232', '113322'], [0, 3, 2, 1, 5, 2, 0]]
[[2, 12, 0, 13, 7, 11, 6], ['131322', '113322', '112323', '121233', '112233', '221331', '113232'], [0, 4, 1, 1, 4, 5, 3]]
[[2, 13, 6, 7, 0, 11, 12], ['131322', '121233', '113232', '112233', '112323', '221331', '113322'], [0, 5, 0, 2, 5, 5, 3]]
[[0, 2, 7, 12, 6, 11, 13], ['112323', '131322', '112233', '113322', '113232', '221331', '121233'], [0, 3, 3, 0, 4, 5, 3]]
[[13, 2, 7, 0, 6, 12, 11], ['121233', '131322', '112233', '112323', '113232', '113322', '221331'], [0, 3, 4, 1, 3, 1, 2]]
[[2, 11, 0, 13, 7, 12, 6], ['131322', '221331', '112323', '121233', '112233', '113322', '113232'], [0, 5, 5, 1, 4, 3, 1]]
[[2, 12, 6, 7, 11, 0, 13], ['131322', '113322', '113232', '112233', '221331', '112323', '121233'], [0, 3, 0, 2, 4, 1, 5]]
[[11, 7, 2, 12, 0, 6, 13], ['221331', '112233', '131322', '113322', '112323', '113232', '121233'], [0, 0, 0, 2, 5, 3, 4]]
[[2, 6, 0, 13, 11, 12, 7], ['131322', '113232', '112323', '121233', '221331', '113322', '112233'], [0, 3, 5, 1, 3, 4, 0]]
[[13, 12, 2, 0, 6, 11, 7], ['121233', '113322', '131322', '112323', '113232', '221331', '112233'], [0, 4, 1, 2, 5, 2, 3]]
[[0, 7, 12, 11, 2, 6, 13], ['112323', '112233', '113322', '221331', '131322', '113232', '121233'], [0, 4, 2, 1, 1, 4, 2]]
[[6, 11, 7, 0, 12, 13, 2], ['113232', '221331', '112233', '112323', '113322', '121233', '131322'], [0, 5, 3, 0, 4, 3, 2]]
[[13, 2, 0, 12, 6, 11, 7], ['121233', '131322', '112323', '113322', '113232', '221331', '112233'], [0, 5, 0, 2, 5, 2, 3]]
[[12, 0, 6, 2, 13, 7, 11], ['113322', '112323', '113232', '131322', '121233', '112233', '221331'], [0, 3, 3, 2, 5, 2, 4]]
[[6, 0, 7, 12, 13, 2, 11], ['113232', '112323', '112233', '113322', '121233', '131322', '221331'], [0, 4, 2, 3, 1, 0, 5]]
[[11, 7, 13, 6, 0, 2, 12], ['221331', '112233', '121233', '113232', '112323', '131322', '113322'], [0, 5, 3, 1, 3, 2, 4]]
[[11, 7, 13, 6, 0, 12, 2], ['221331', '112233', '121233', '113232', '112323', '113322', '131322'], [0, 5, 3, 1, 3, 2, 4]]
[[13, 2, 7, 0, 11, 6, 12], ['121233', '131322', '112233', '112323', '221331', '113232', '113322'], [0, 5, 5, 2, 1, 3, 1]]
[[0, 11, 2, 7, 12, 6, 13], ['112323', '221331', '131322', '112233', '113322', '113232', '121233'], [0, 2, 4, 4, 3, 2, 2]]
[[6, 7, 2, 12, 0, 13, 11], ['113232', '112233', '131322', '113322', '112323', '121233', '221331'], [0, 3, 2, 4, 4, 3, 4]]
[[12, 2, 13, 11, 7, 0, 6], ['113322', '131322', '121233', '221331', '112233', '112323', '113232'], [0, 3, 2, 4, 5, 3, 1]]
[[13, 7, 6, 12, 11, 0, 2], ['121233', '112233', '113232', '113322', '221331', '112323', '131322'], [0, 3, 5, 2, 1, 2, 1]]
[[11, 6, 13, 0, 12, 7, 2], ['221331', '113232', '121233', '112323', '113322', '112233', '131322'], [0, 0, 5, 1, 2, 4, 0]]
[[2, 13, 11, 6, 12, 0, 7], ['131322', '121233', '221331', '113232', '113322', '112323', '112233'], [0, 3, 5, 1, 3, 3, 1]]
[[13, 6, 12, 0, 11, 2, 7], ['121233', '113232', '113322', '112323', '221331', '131322', '112233'], [0, 4, 1, 2, 1, 2, 3]]
[[11, 13, 6, 12, 0, 2, 7], ['221331', '121233', '113232', '113322', '112323', '131322', '112233'], [0, 0, 1, 2, 5, 2, 4]]
[[11, 13, 2, 7, 0, 12, 6], ['221331', '121233', '131322', '112233', '112323', '113322', '113232'], [0, 4, 1, 2, 5, 2, 5]]
[[13, 2, 0, 12, 11, 6, 7], ['121233', '131322', '112323', '113322', '221331', '113232', '112233'], [0, 5, 0, 2, 1, 1, 3]]
[[6, 13, 11, 0, 7, 2, 12], ['113232', '121233', '221331', '112323', '112233', '131322', '113322'], [0, 3, 4, 4, 2, 0, 3]]
[[6, 2, 7, 11, 0, 13, 12], ['113232', '131322', '112233', '221331', '112323', '121233', '113322'], [0, 3, 3, 5, 4, 3, 2]]
[[7, 11, 2, 13, 6, 12, 0], ['112233', '221331', '131322', '121233', '113232', '113322', '112323'], [0, 2, 4, 4, 5, 1, 3]]
[[13, 0, 6, 2, 7, 12, 11], ['121233', '112323', '113232', '131322', '112233', '113322', '221331'], [0, 3, 5, 3, 3, 2, 1]]
[[6, 12, 7, 0, 11, 2, 13], ['113232', '113322', '112233', '112323', '221331', '131322', '121233'], [0, 3, 3, 0, 0, 0, 5]]
[[12, 13, 6, 2, 0, 7, 11], ['113322', '121233', '113232', '131322', '112323', '112233', '221331'], [0, 3, 3, 2, 5, 1, 5]]
[[13, 7, 2, 11, 6, 12, 0], ['121233', '112233', '131322', '221331', '113232', '113322', '112323'], [0, 4, 1, 0, 3, 1, 3]]
[[6, 12, 7, 11, 13, 0, 2], ['113232', '113322', '112233', '221331', '121233', '112323', '131322'], [0, 4, 2, 4, 1, 4, 2]]
[[12, 11, 13, 7, 6, 2, 0], ['113322', '221331', '121233', '112233', '113232', '131322', '112323'], [0, 5, 2, 5, 4, 3, 2]]
[[11, 12, 13, 0, 7, 2, 6], ['221331', '113322', '121233', '112323', '112233', '131322', '113232'], [0, 1, 5, 1, 4, 2, 4]]
[[12, 6, 0, 11, 13, 7, 2], ['113322', '113232', '112323', '221331', '121233', '112233', '131322'], [0, 4, 2, 4, 5, 2, 2]]
[[0, 11, 12, 6, 7, 2, 13], ['112323', '221331', '113322', '113232', '112233', '131322', '121233'], [0, 2, 3, 0, 4, 3, 2]]
