[[13, 2, 12, 8, 7, 10, 11], ['121233', '131322', '113322', '121323', '112233', '131232', '221331'], [0, 3, 0, 3, 2, 0, 2]]
[[12, 7, 11, 2, 10, 8, 13], ['113322', '112233', '221331', '131322', '131232', '121323', '121233'], [0, 3, 4, 4, 1, 0, 5]]
[[10, 11, 13, 7, 12, 8, 2], ['131232', '221331', '121233', '112233', '113322', '121323', '131322'], [0, 2, 0, 2, 5, 2, 3]]
[[2, 7, 13, 12, 10, 8, 11], ['131322', '112233', '121233', '113322', '131232', '121323', '221331'], [0, 4, 1, 2, 1, 0, 5]]
[[12, 8, 7, 2, 11, 13, 10], ['113322', '121323', '112233', '131322', '221331', '121233', '131232'], [0, 5, 3, 2, 4, 2, 3]]
[[10, 12, 7, 2, 13, 11, 8], ['131232', '113322', '112233', '131322', '121233', '221331', '121323'], [0, 4, 1, 3, 3, 3, 2]]
[[10, 2, 11, 7, 8, 13, 12], ['131232', '131322', '221331', '112233', '121323', '121233', '113322'], [0, 5, 5, 1, 4, 3, 2]]
[[8, 10, 7, 12, 2, 13, 11], ['121323', '131232', '112233', '113322', '131322', '121233', '221331'], [0, 3, 4, 1, 3, 0, 2]]
[[2, 8, 7, 10, 11, 13, 12], ['131322', '121323', '112233', '131232', '221331', '121233', '113322'], [0, 3, 0, 3, 3, 0, 3]]
[[8, 13, 11, 12, 2, 10, 7], ['121323', '121233', '221331', '113322', '131322', '131232', '112233'], [0, 5, 2, 1, 3, 4, 2]]
[[13, 7, 8, 2, 12, 11, 10], ['121233', '112233', '121323', '131322', '113322', '221331', '131232'], [0, 3, 0, 1, 4, 2, 5]]
[[7, 2, 8, 13, 11, 10, 12], ['112233', '131322', '121323', '121233', '221331', '131232', '113322'], [0, 3, 2, 4, 1, 3, 1]]
[[12, 8, 11, 7, 2, 13, 10], ['113322', '121323', '221331', '112233', '131322', '121233', '131232'], [0, 5, 1, 5, 3, 0, 3]]
[[11, 2, 7, 10, 12, 13, 8], ['221331', '131322', '112233', '131232', '113322', '121233', '121323'], [0, 1, 5, 3, 2, 4, 0]]
[[13, 8, 12, 2, 7, 10, 11], ['121233', '121323', '113322', '131322', '112233', '131232', '221331'], [0, 5, 0, 1, 2, 0, 2]]
[[10, 13, 8, 12, 7, 2, 11], ['131232', '121233', '121323', '113322', '112233', '131322', '221331'], [0, 5, 5, 1, 2, 0, 5]]
[[11, 7, 2, 13, 8, 10, 12], ['221331', '112233', '131322', '121233', '121323', '131232', '113322'], [0, 5, 1, 3, 3, 0, 4]]
[[8, 11, 12, 2, 10, 7, 13], ['121323', '221331', '113322', '131322', '131232', '112233', '121233'], [0, 5, 0, 1, 4, 1, 3]]
[[8, 10, 12, 2, 13, 7, 11], ['121323', '131232', '113322', '131322', '121233', '112233', '221331'], [0, 3, 0, 3, 4, 1, 2]]
[[8, 7, 11, 13, 2, 12, 10], ['121323', '112233', '221331', '121233', '131322', '113322', '131232'], [0, 4, 3, 3, 3, 4, 2]]
[[11, 13, 12, 7, 2, 8, 10], ['221331', '121233', '113322', '112233', '131322', '121323', '131232'], [0, 0, 1, 2, 1, 4, 0]]
[[13, 8, 12, 2, 11, 10, 7], ['121233', '121323', '113322', '131322', '221331', '131232', '112233'], [0, 5, 0, 1, 0, 0, 3]]
[[2, 10, 7, 8, 13, 11, 12], ['131322', '131232', '112233', '121323', '121233', '221331', '113322'], [0, 5, 0, 1, 4, 5, 3]]
[[12, 7, 8, 2, 11, 10, 13], ['113322', '112233', '121323', '131322', '221331', '131232', '121233'], [0, 3, 4, 4, 4, 2, 5]]
[[11, 13, 10, 12, 2, 8, 7], ['221331', '121233', '131232', '113322', '131322', '121323', '112233'], [0, 4, 1, 2, 1, 4, 5]]
