[[8, 4, 13, 9, 5, 11, 12], ['121323', '131223', '121233', '113223', '121332', '221331', '113322'], [0, 3, 5, 1, 3, 0, 1]]
[[11, 13, 5, 12, 9, 8, 4], ['221331', '121233', '121332', '113322', '113223', '121323', '131223'], [0, 0, 3, 1, 2, 4, 0]]
[[12, 9, 4, 5, 8, 11, 13], ['113322', '113223', '131223', '121332', '121323', '221331', '121233'], [0, 3, 2, 4, 5, 5, 5]]
[[9, 11, 5, 12, 13, 8, 4], ['113223', '221331', '121332', '113322', '121233', '121323', '131223'], [0, 2, 4, 4, 3, 0, 3]]
[[12, 5, 13, 9, 8, 4, 11], ['113322', '121332', '121233', '113223', '121323', '131223', '221331'], [0, 3, 4, 3, 5, 2, 5]]
[[4, 9, 13, 12, 8, 11, 5], ['131223', '113223', '121233', '113322', '121323', '221331', '121332'], [0, 4, 1, 2, 1, 0, 2]]
[[13, 11, 9, 5, 4, 8, 12], ['121233', '221331', '113223', '121332', '131223', '121323', '113322'], [0, 5, 5, 3, 3, 4, 1]]
[[8, 13, 12, 4, 11, 5, 9], ['121323', '121233', '113322', '131223', '221331', '121332', '113223'], [0, 5, 0, 1, 3, 0, 3]]
[[5, 13, 12, 8, 9, 11, 4], ['121332', '121233', '113322', '121323', '113223', '221331', '131223'], [0, 5, 0, 3, 2, 3, 2]]
[[4, 5, 8, 12, 11, 13, 9], ['131223', '121332', '121323', '113322', '221331', '121233', '113223'], [0, 3, 5, 1, 0, 0, 3]]
[[8, 4, 9, 11, 12, 5, 13], ['121323', '131223', '113223', '221331', '113322', '121332', '121233'], [0, 3, 0, 0, 2, 0, 3]]
[[4, 8, 5, 12, 11, 13, 9], ['131223', '121323', '121332', '113322', '221331', '121233', '113223'], [0, 3, 5, 1, 0, 0, 3]]
[[11, 13, 5, 4, 12, 9, 8], ['221331', '121233', '121332', '131223', '113322', '113223', '121323'], [0, 0, 1, 1, 2, 4, 4]]
[[5, 13, 9, 12, 4, 8, 11], ['121332', '121233', '113223', '113322', '131223', '121323', '221331'], [0, 5, 5, 2, 5, 2, 5]]
[[12, 5, 13, 11, 4, 9, 8], ['113322', '121332', '121233', '221331', '131223', '113223', '121323'], [0, 5, 2, 4, 5, 2, 2]]
[[13, 8, 12, 9, 5, 4, 11], ['121233', '121323', '113322', '113223', '121332', '131223', '221331'], [0, 5, 0, 2, 1, 0, 2]]
