[[10, 5, 1, 0, 7, 12, 6], ['131232', '121332', '212313', '112323', '112233', '113322', '113232'], [0, 5, 1, 1, 3, 2, 1]]
[[10, 5, 6, 7, 1, 0, 12], ['131232', '121332', '113232', '112233', '212313', '112323', '113322'], [0, 5, 4, 1, 2, 4, 2]]
[[10, 6, 5, 1, 7, 12, 0], ['131232', '113232', '121332', '212313', '112233', '113322', '112323'], [0, 3, 0, 5, 3, 2, 0]]
[[10, 1, 5, 0, 7, 12, 6], ['131232', '212313', '121332', '112323', '112233', '113322', '113232'], [0, 1, 5, 1, 3, 2, 1]]
[[6, 1, 12, 10, 5, 7, 0], ['113232', '212313', '113322', '131232', '121332', '112233', '112323'], [0, 1, 3, 2, 1, 4, 2]]
[[5, 1, 0, 6, 7, 12, 10], ['121332', '212313', '112323', '113232', '112233', '113322', '131232'], [0, 1, 0, 2, 5, 1, 3]]
[[0, 6, 7, 10, 5, 12, 1], ['112323', '113232', '112233', '131232', '121332', '113322', '212313'], [0, 3, 3, 0, 3, 4, 3]]
[[7, 0, 6, 5, 1, 12, 10], ['112233', '112323', '113232', '121332', '212313', '113322', '131232'], [0, 3, 3, 2, 0, 1, 5]]
[[6, 1, 0, 10, 12, 5, 7], ['113232', '212313', '112323', '131232', '113322', '121332', '112233'], [0, 4, 3, 2, 5, 3, 1]]
[[7, 10, 6, 5, 12, 1, 0], ['112233', '131232', '113232', '121332', '113322', '212313', '112323'], [0, 5, 3, 2, 5, 4, 3]]
[[7, 0, 5, 12, 10, 1, 6], ['112233', '112323', '121332', '113322', '131232', '212313', '113232'], [0, 3, 4, 5, 3, 2, 0]]
[[6, 12, 0, 10, 5, 1, 7], ['113232', '113322', '112323', '131232', '121332', '212313', '112233'], [0, 3, 3, 2, 1, 2, 0]]
[[6, 10, 5, 12, 1, 7, 0], ['113232', '131232', '121332', '113322', '212313', '112233', '112323'], [0, 3, 2, 4, 2, 4, 2]]
[[12, 0, 1, 5, 7, 6, 10], ['113322', '112323', '212313', '121332', '112233', '113232', '131232'], [0, 3, 0, 4, 5, 2, 1]]
[[12, 6, 0, 5, 7, 10, 1], ['113322', '113232', '112323', '121332', '112233', '131232', '212313'], [0, 4, 2, 4, 5, 2, 4]]
[[5, 0, 10, 1, 7, 6, 12], ['121332', '112323', '131232', '212313', '112233', '113232', '113322'], [0, 4, 1, 5, 4, 1, 3]]
[[12, 5, 7, 1, 6, 10, 0], ['113322', '121332', '112233', '212313', '113232', '131232', '112323'], [0, 5, 3, 4, 2, 4, 2]]
[[5, 7, 0, 6, 10, 12, 1], ['121332', '112233', '112323', '113232', '131232', '113322', '212313'], [0, 3, 4, 1, 4, 2, 0]]
[[1, 12, 0, 10, 7, 5, 6], ['212313', '113322', '112323', '131232', '112233', '121332', '113232'], [0, 2, 3, 0, 4, 5, 0]]
[[10, 5, 1, 0, 6, 7, 12], ['131232', '121332', '212313', '112323', '113232', '112233', '113322'], [0, 5, 1, 1, 3, 3, 2]]
[[12, 7, 5, 0, 6, 10, 1], ['113322', '112233', '121332', '112323', '113232', '131232', '212313'], [0, 3, 4, 4, 2, 4, 0]]
[[12, 10, 5, 1, 7, 0, 6], ['113322', '131232', '121332', '212313', '112233', '112323', '113232'], [0, 3, 2, 0, 5, 3, 1]]
[[10, 1, 7, 0, 6, 12, 5], ['131232', '212313', '112233', '112323', '113232', '113322', '121332'], [0, 1, 0, 2, 5, 1, 3]]
[[0, 10, 6, 5, 12, 1, 7], ['112323', '131232', '113232', '121332', '113322', '212313', '112233'], [0, 5, 3, 0, 2, 5, 2]]
[[7, 6, 5, 12, 10, 0, 1], ['112233', '113232', '121332', '113322', '131232', '112323', '212313'], [0, 3, 2, 5, 3, 4, 3]]
[[10, 6, 1, 7, 5, 0, 12], ['131232', '113232', '212313', '112233', '121332', '112323', '113322'], [0, 4, 5, 2, 1, 4, 2]]
[[0, 6, 7, 1, 12, 5, 10], ['112323', '113232', '112233', '212313', '113322', '121332', '131232'], [0, 3, 3, 1, 2, 0, 5]]
[[1, 5, 7, 0, 10, 12, 6], ['212313', '121332', '112233', '112323', '131232', '113322', '113232'], [0, 4, 2, 3, 1, 5, 0]]
[[7, 10, 5, 12, 1, 0, 6], ['112233', '131232', '121332', '113322', '212313', '112323', '113232'], [0, 5, 4, 5, 2, 4, 2]]
[[1, 10, 7, 0, 12, 6, 5], ['212313', '131232', '112233', '112323', '113322', '113232', '121332'], [0, 0, 2, 5, 2, 5, 2]]
[[7, 10, 5, 12, 0, 1, 6], ['112233', '131232', '121332', '113322', '112323', '212313', '113232'], [0, 5, 4, 5, 2, 2, 2]]
[[0, 6, 7, 10, 5, 1, 12], ['112323', '113232', '112233', '131232', '121332', '212313', '113322'], [0, 3, 3, 0, 3, 5, 0]]
[[5, 7, 0, 6, 1, 12, 10], ['121332', '112233', '112323', '113232', '212313', '113322', '131232'], [0, 3, 0, 2, 3, 2, 1]]
[[6, 7, 10, 1, 12, 5, 0], ['113232', '112233', '131232', '212313', '113322', '121332', '112323'], [0, 3, 2, 0, 5, 3, 0]]
[[10, 6, 12, 1, 7, 5, 0], ['131232', '113232', '113322', '212313', '112233', '121332', '112323'], [0, 3, 5, 5, 3, 3, 0]]
[[0, 10, 1, 6, 12, 5, 7], ['112323', '131232', '212313', '113232', '113322', '121332', '112233'], [0, 5, 0, 4, 2, 4, 2]]
[[5, 0, 1, 10, 6, 12, 7], ['121332', '112323', '212313', '131232', '113232', '113322', '112233'], [0, 4, 2, 1, 4, 2, 1]]
[[5, 10, 7, 12, 0, 6, 1], ['121332', '131232', '112233', '113322', '112323', '113232', '212313'], [0, 3, 4, 1, 3, 1, 4]]
[[5, 6, 12, 7, 0, 1, 10], ['121332', '113232', '113322', '112233', '112323', '212313', '131232'], [0, 4, 1, 2, 5, 4, 3]]
[[10, 12, 7, 1, 0, 5, 6], ['131232', '113322', '112233', '212313', '112323', '121332', '113232'], [0, 4, 1, 5, 4, 2, 3]]
[[1, 6, 5, 7, 0, 10, 12], ['212313', '113232', '121332', '112233', '112323', '131232', '113322'], [0, 2, 4, 3, 5, 1, 0]]
[[0, 10, 6, 1, 12, 5, 7], ['112323', '131232', '113232', '212313', '113322', '121332', '112233'], [0, 5, 3, 1, 2, 4, 2]]
[[12, 6, 7, 5, 10, 1, 0], ['113322', '113232', '112233', '121332', '131232', '212313', '112323'], [0, 4, 2, 4, 1, 5, 2]]
[[7, 5, 10, 0, 12, 6, 1], ['112233', '121332', '131232', '112323', '113322', '113232', '212313'], [0, 3, 4, 3, 5, 1, 1]]
[[7, 1, 6, 5, 10, 0, 12], ['112233', '212313', '113232', '121332', '131232', '112323', '113322'], [0, 1, 3, 0, 3, 4, 1]]
[[10, 6, 0, 7, 5, 1, 12], ['131232', '113232', '112323', '112233', '121332', '212313', '113322'], [0, 4, 1, 2, 1, 2, 2]]
[[6, 5, 0, 7, 1, 10, 12], ['113232', '121332', '112323', '112233', '212313', '131232', '113322'], [0, 3, 3, 0, 2, 0, 3]]
[[1, 6, 10, 7, 0, 5, 12], ['212313', '113232', '131232', '112233', '112323', '121332', '113322'], [0, 0, 2, 3, 5, 5, 1]]
[[12, 10, 7, 0, 5, 1, 6], ['113322', '131232', '112233', '112323', '121332', '212313', '113232'], [0, 3, 3, 0, 4, 1, 3]]
[[10, 6, 0, 7, 12, 1, 5], ['131232', '113232', '112323', '112233', '113322', '212313', '121332'], [0, 4, 1, 2, 5, 4, 3]]
[[6, 10, 7, 0, 12, 5, 1], ['113232', '131232', '112233', '112323', '113322', '121332', '212313'], [0, 3, 3, 0, 4, 2, 4]]
[[0, 6, 7, 1, 5, 10, 12], ['112323', '113232', '112233', '212313', '121332', '131232', '113322'], [0, 3, 3, 1, 3, 4, 0]]
