[[12, 1, 4, 11, 2, 5, 0], ['113322', '212313', '131223', '221331', '131322', '121332', '112323'], [0, 1, 2, 4, 1, 4, 2]]
[[11, 2, 0, 12, 1, 4, 5], ['221331', '131322', '112323', '113322', '212313', '131223', '121332'], [0, 1, 4, 1, 5, 4, 4]]
[[0, 1, 5, 11, 4, 2, 12], ['112323', '212313', '121332', '221331', '131223', '131322', '113322'], [0, 1, 4, 1, 1, 4, 1]]
[[5, 11, 4, 12, 0, 2, 1], ['121332', '221331', '131223', '113322', '112323', '131322', '212313'], [0, 5, 5, 1, 3, 2, 4]]
[[12, 2, 11, 5, 0, 4, 1], ['113322', '131322', '221331', '121332', '112323', '131223', '212313'], [0, 3, 1, 4, 5, 2, 4]]
[[4, 1, 5, 2, 11, 12, 0], ['131223', '212313', '121332', '131322', '221331', '113322', '112323'], [0, 4, 0, 1, 0, 4, 1]]
[[0, 2, 11, 1, 4, 12, 5], ['112323', '131322', '221331', '212313', '131223', '113322', '121332'], [0, 3, 1, 3, 1, 4, 2]]
[[0, 12, 1, 2, 11, 5, 4], ['112323', '113322', '212313', '131322', '221331', '121332', '131223'], [0, 3, 3, 5, 3, 0, 5]]
[[11, 2, 0, 1, 5, 4, 12], ['221331', '131322', '112323', '212313', '121332', '131223', '113322'], [0, 1, 0, 5, 3, 0, 4]]
[[4, 2, 0, 11, 1, 12, 5], ['131223', '131322', '112323', '221331', '212313', '113322', '121332'], [0, 3, 5, 0, 2, 4, 2]]
[[1, 11, 5, 4, 2, 0, 12], ['212313', '221331', '121332', '131223', '131322', '112323', '113322'], [0, 4, 2, 4, 1, 5, 0]]
[[12, 11, 5, 0, 2, 1, 4], ['113322', '221331', '121332', '112323', '131322', '212313', '131223'], [0, 2, 4, 4, 3, 5, 2]]
[[1, 0, 2, 11, 4, 5, 12], ['212313', '112323', '131322', '221331', '131223', '121332', '113322'], [0, 1, 2, 1, 5, 5, 1]]
[[2, 1, 11, 12, 0, 4, 5], ['131322', '212313', '221331', '113322', '112323', '131223', '121332'], [0, 1, 5, 1, 3, 2, 3]]
[[12, 11, 0, 4, 2, 5, 1], ['113322', '221331', '112323', '131223', '131322', '121332', '212313'], [0, 5, 3, 2, 1, 0, 4]]
[[1, 5, 2, 11, 0, 4, 12], ['212313', '121332', '131322', '221331', '112323', '131223', '113322'], [0, 2, 2, 1, 5, 1, 0]]
[[5, 0, 12, 1, 2, 4, 11], ['121332', '112323', '113322', '212313', '131322', '131223', '221331'], [0, 4, 1, 2, 3, 0, 5]]
[[12, 5, 1, 2, 0, 4, 11], ['113322', '121332', '212313', '131322', '112323', '131223', '221331'], [0, 3, 3, 4, 5, 2, 5]]
[[1, 2, 0, 11, 5, 12, 4], ['212313', '131322', '112323', '221331', '121332', '113322', '131223'], [0, 2, 3, 2, 4, 0, 5]]
[[5, 12, 11, 0, 4, 2, 1], ['121332', '113322', '221331', '112323', '131223', '131322', '212313'], [0, 4, 3, 2, 5, 2, 4]]
[[5, 12, 2, 11, 1, 0, 4], ['121332', '113322', '131322', '221331', '212313', '112323', '131223'], [0, 3, 0, 3, 5, 4, 1]]
[[11, 4, 1, 12, 2, 0, 5], ['221331', '131223', '212313', '113322', '131322', '112323', '121332'], [0, 0, 2, 2, 1, 4, 4]]
[[5, 4, 1, 12, 2, 11, 0], ['121332', '131223', '212313', '113322', '131322', '221331', '112323'], [0, 3, 4, 1, 3, 3, 2]]
[[5, 0, 1, 4, 11, 2, 12], ['121332', '112323', '212313', '131223', '221331', '131322', '113322'], [0, 4, 2, 1, 3, 0, 3]]
[[0, 4, 12, 2, 1, 11, 5], ['112323', '131223', '113322', '131322', '212313', '221331', '121332'], [0, 3, 3, 0, 5, 0, 2]]
