[[10, 3, 6, 8, 1, 13, 0], ['131232', '112332', '113232', '121323', '212313', '121233', '112323'], [0, 3, 0, 1, 2, 4, 0]]
[[13, 10, 6, 1, 3, 8, 0], ['121233', '131232', '113232', '212313', '112332', '121323', '112323'], [0, 5, 5, 5, 2, 4, 1]]
[[8, 0, 13, 6, 1, 10, 3], ['121323', '112323', '121233', '113232', '212313', '131232', '112332'], [0, 4, 3, 1, 5, 4, 1]]
[[6, 1, 10, 3, 0, 13, 8], ['113232', '212313', '131232', '112332', '112323', '121233', '121323'], [0, 1, 2, 5, 2, 4, 2]]
[[6, 8, 13, 3, 0, 10, 1], ['113232', '121323', '121233', '112332', '112323', '131232', '212313'], [0, 5, 4, 5, 2, 0, 4]]
[[8, 10, 13, 6, 3, 0, 1], ['121323', '131232', '121233', '113232', '112332', '112323', '212313'], [0, 5, 5, 1, 4, 1, 1]]
[[10, 8, 1, 0, 3, 13, 6], ['131232', '121323', '212313', '112323', '112332', '121233', '113232'], [0, 5, 1, 1, 2, 4, 1]]
[[13, 3, 1, 6, 8, 0, 10], ['121233', '112332', '212313', '113232', '121323', '112323', '131232'], [0, 4, 2, 2, 1, 4, 2]]
[[3, 0, 6, 8, 10, 13, 1], ['112332', '112323', '113232', '121323', '131232', '121233', '212313'], [0, 3, 3, 2, 1, 4, 0]]
[[13, 3, 1, 6, 8, 10, 0], ['121233', '112332', '212313', '113232', '121323', '131232', '112323'], [0, 4, 2, 2, 1, 0, 3]]
[[3, 6, 10, 0, 13, 1, 8], ['112332', '113232', '131232', '112323', '121233', '212313', '121323'], [0, 3, 4, 5, 4, 4, 5]]
[[8, 0, 13, 6, 3, 1, 10], ['121323', '112323', '121233', '113232', '112332', '212313', '131232'], [0, 3, 5, 1, 4, 1, 5]]
[[3, 10, 8, 13, 0, 1, 6], ['112332', '131232', '121323', '121233', '112323', '212313', '113232'], [0, 3, 2, 4, 5, 4, 3]]
