[[8, 9, 13, 0, 12, 2, 1], ['121323', '113223', '121233', '112323', '113322', '131322', '212313'], [0, 3, 5, 1, 2, 4, 3]]
[[1, 2, 9, 12, 8, 0, 13], ['212313', '131322', '113223', '113322', '121323', '112323', '121233'], [0, 1, 3, 0, 3, 5, 2]]
[[1, 2, 12, 8, 13, 9, 0], ['212313', '131322', '113322', '121323', '121233', '113223', '112323'], [0, 1, 3, 2, 5, 0, 3]]
[[8, 1, 9, 2, 12, 13, 0], ['121323', '212313', '113223', '131322', '113322', '121233', '112323'], [0, 4, 5, 3, 2, 0, 3]]
[[2, 8, 9, 0, 12, 13, 1], ['131322', '121323', '113223', '112323', '113322', '121233', '212313'], [0, 5, 4, 1, 2, 0, 4]]
[[13, 1, 12, 9, 8, 2, 0], ['121233', '212313', '113322', '113223', '121323', '131322', '112323'], [0, 4, 0, 2, 1, 0, 3]]
[[13, 1, 2, 8, 9, 12, 0], ['121233', '212313', '131322', '121323', '113223', '113322', '112323'], [0, 4, 0, 3, 3, 1, 3]]
[[9, 0, 1, 12, 8, 13, 2], ['113223', '112323', '212313', '113322', '121323', '121233', '131322'], [0, 3, 0, 3, 1, 0, 5]]
[[8, 9, 1, 2, 12, 0, 13], ['121323', '113223', '212313', '131322', '113322', '112323', '121233'], [0, 4, 2, 1, 3, 1, 3]]
[[9, 13, 12, 1, 2, 0, 8], ['113223', '121233', '113322', '212313', '131322', '112323', '121323'], [0, 3, 3, 4, 4, 1, 3]]
[[13, 12, 2, 9, 8, 0, 1], ['121233', '113322', '131322', '113223', '121323', '112323', '212313'], [0, 3, 0, 2, 1, 4, 3]]
[[2, 9, 1, 8, 13, 12, 0], ['131322', '113223', '212313', '121323', '121233', '113322', '112323'], [0, 4, 5, 1, 4, 3, 2]]
[[8, 1, 9, 2, 12, 0, 13], ['121323', '212313', '113223', '131322', '113322', '112323', '121233'], [0, 4, 5, 1, 3, 3, 2]]
[[2, 0, 8, 13, 12, 1, 9], ['131322', '112323', '121323', '121233', '113322', '212313', '113223'], [0, 4, 1, 1, 2, 5, 2]]
[[2, 9, 13, 8, 12, 0, 1], ['131322', '113223', '121233', '121323', '113322', '112323', '212313'], [0, 4, 1, 3, 3, 1, 4]]
